HCP_ID,STATE,HCP_SPECIALTY,HCP_AGE,HCP_GENDER,STATE_NAME
23021,MA,ANESTHESIOLOGY,69,M-Male,Massachusetts
23022,TX,DIAGNOSTIC RADIOLOGY,73,M-Male,Texas
23023,SC,ANATOMIC/CLINICAL PATHOLOGY,78,M-Male,South Carolina
23024,VA,HEMATOLOGY/ONCOLOGY,61,F-Female,Virginia
23025,DE,ANESTHESIOLOGY,72,M-Male,Delaware
23026,VA,DIAGNOSTIC RADIOLOGY,65,M-Male,Virginia
23027,WA,ANESTHESIOLOGY,66,M-Male,Washington
23028,PA,ANESTHESIOLOGY,69,M-Male,Pennsylvania
23029,TX,EMERGENCY MEDICINE,64,M-Male,Texas
23030,TX,ANATOMIC/CLINICAL PATHOLOGY,67,F-Female,Texas
23031,IA,ALLERGY & IMMUNOLOGY,68,F-Female,Iowa
23032,TX,ORTHOPEDIC SURGERY,69,M-Male,Texas
23033,TX,ORTHOPEDIC SURGERY,66,M-Male,Texas
23034,AZ,NEUROLOGY,67,M-Male,Arizona
23035,TX,ANESTHESIOLOGY,65,F-Female,Texas
23036,TX,INTERNAL MEDICINE,66,F-Female,Texas
23037,TX,THORACIC SURGERY,69,M-Male,Texas
23038,SC,PEDIATRICS,64,M-Male,South Carolina
23039,TN,FAMILY MEDICINE,73,M-Male,Tennessee
23040,KY,FAMILY MEDICINE,65,M-Male,Kentucky
23041,TN,DIAGNOSTIC RADIOLOGY,65,M-Male,Tennessee
23042,NC,UROLOGY,67,M-Male,North Carolina
23043,VA,FAMILY MEDICINE,64,M-Male,Virginia
23044,NC,PEDIATRICS,65,M-Male,North Carolina
23045,FL,"ENDOCRINOLOGY, DIABETES & METABOLISM",67,M-Male,Florida
23046,VA,DERMATOLOGY,71,M-Male,Virginia
23047,AK,THORACIC SURGERY,81,M-Male,Alaska
23048,PA,"ENDOCRINOLOGY, DIABETES & METABOLISM",66,M-Male,Pennsylvania
23049,MI,CARDIOVASCULAR DISEASE,66,M-Male,Michigan
23050,LA,THORACIC SURGERY,71,M-Male,Louisiana
23051,GA,INTERNAL MEDICINE,67,M-Male,Georgia
23052,CA,ALLERGY & IMMUNOLOGY,77,M-Male,California
23053,FL,CLINICAL CARDIAC ELECTROPHYSIOLOGY,64,M-Male,Florida
23054,TN,EMERGENCY MEDICINE,72,M-Male,Tennessee
23055,TX,PEDIATRIC CARDIOLOGY,67,M-Male,Texas
23056,IL,CARDIOVASCULAR DISEASE,68,M-Male,Illinois
23057,TN,INTERNAL MEDICINE,69,M-Male,Tennessee
23058,TN,CARDIOVASCULAR DISEASE,74,M-Male,Tennessee
23059,SC,CARDIOVASCULAR DISEASE,65,M-Male,South Carolina
23060,FL,FAMILY MEDICINE,68,M-Male,Florida
23061,PA,INTERNAL MEDICINE,64,F-Female,Pennsylvania
23062,TX,CARDIOVASCULAR DISEASE,70,M-Male,Texas
23063,MI,RHEUMATOLOGY,70,F-Female,Michigan
23064,ME,FAMILY MEDICINE,71,M-Male,Maine
23065,CA,INTERNAL MEDICINE,91,M-Male,California
23066,CT,DIAGNOSTIC RADIOLOGY,67,M-Male,Connecticut
23067,PA,GENERAL SURGERY,67,M-Male,Pennsylvania
23068,MN,DIAGNOSTIC RADIOLOGY,65,M-Male,Minnesota
23069,CA,DIAGNOSTIC RADIOLOGY,68,M-Male,California
23070,PA,FAMILY MEDICINE,63,M-Male,Pennsylvania
23071,PA,ANESTHESIOLOGY,74,F-Female,Pennsylvania
23072,CA,EMERGENCY MEDICINE,65,F-Female,California
23073,FL,CARDIOVASCULAR DISEASE,66,M-Male,Florida
23074,VA,GERIATRIC MEDICINE (INTERNAL MEDICINE),78,M-Male,Virginia
23075,MD,GYNECOLOGICAL ONCOLOGY,73,M-Male,Maryland
23076,UT,FAMILY MEDICINE,67,M-Male,Utah
23077,TX,INTERNAL MEDICINE,65,F-Female,Texas
23078,TX,INTERNAL MEDICINE,72,M-Male,Texas
23079,TX,INTERNAL MEDICINE,65,M-Male,Texas
23080,TX,PSYCHIATRY,66,M-Male,Texas
23081,MO,CARDIOVASCULAR DISEASE,69,M-Male,Missouri
23082,SC,FAMILY MEDICINE,72,M-Male,South Carolina
23083,OH,DIAGNOSTIC RADIOLOGY,68,M-Male,Ohio
23084,WV,UROLOGY,66,M-Male,West Virginia
23085,PA,PEDIATRICS,62,F-Female,Pennsylvania
23086,TX,ANATOMIC/CLINICAL PATHOLOGY,63,M-Male,Texas
23087,OR,ANESTHESIOLOGY,70,M-Male,Oregon
23088,AR,GASTROENTEROLOGY,67,M-Male,Arkansas
23089,IN,INTERNAL MEDICINE,64,M-Male,Indiana
23090,AZ,COLON & RECTAL SURGERY,69,M-Male,Arizona
23091,NH,FAMILY MEDICINE,65,M-Male,New Hampshire
23092,GA,OPHTHALMOLOGY,66,F-Female,Georgia
23093,CT,ANATOMIC/CLINICAL PATHOLOGY,67,F-Female,Connecticut
23094,CA,INTERNAL MEDICINE,65,F-Female,California
23095,TX,THORACIC SURGERY,69,M-Male,Texas
23096,TX,NEPHROLOGY,66,M-Male,Texas
23097,TN,DIAGNOSTIC RADIOLOGY,65,M-Male,Tennessee
23098,MN,DIAGNOSTIC RADIOLOGY,70,M-Male,Minnesota
23099,SC,INTERNAL MEDICINE,67,M-Male,South Carolina
23100,FL,ANATOMIC PATHOLOGY,66,F-Female,Florida
23101,SC,UROLOGY,66,M-Male,South Carolina
23102,SC,CARDIOVASCULAR DISEASE,66,M-Male,South Carolina
23103,RI,INTERNAL MEDICINE,64,M-Male,Rhode Island
23104,PR,OCCUPATIONAL MEDICINE,67,M-Male,Puerto Rico
23105,PA,FAMILY MEDICINE,64,M-Male,Pennsylvania
23106,OH,EMERGENCY MEDICINE,67,F-Female,Ohio
23107,CA,PSYCHIATRY,69,M-Male,California
23108,PA,INTERNAL MEDICINE,63,F-Female,Pennsylvania
23109,NJ,EMERGENCY MEDICINE,65,M-Male,New Jersey
23110,PA,OPHTHALMOLOGY,67,M-Male,Pennsylvania
23111,WA,DIAGNOSTIC RADIOLOGY,68,M-Male,Washington
23112,NJ,MATERNAL & FETAL MEDICINE,67,M-Male,New Jersey
23113,NJ,DIAGNOSTIC RADIOLOGY,66,M-Male,New Jersey
23114,IL,EMERGENCY MEDICINE,66,F-Female,Illinois
23115,OH,PEDIATRICS,64,F-Female,Ohio
23116,OH,REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY,71,F-Female,Ohio
23117,CT,INTERNAL MEDICINE,72,M-Male,Connecticut
23118,NY,DERMATOLOGY,63,M-Male,New York
23119,FL,ANATOMIC/CLINICAL PATHOLOGY,62,M-Male,Florida
23120,MI,DIAGNOSTIC RADIOLOGY,66,M-Male,Michigan
23121,NY,INTERNAL MEDICINE,68,M-Male,New York
23122,CT,RHEUMATOLOGY,66,F-Female,Connecticut
23123,PA,NEUROLOGY,67,M-Male,Pennsylvania
23124,CA,ANATOMIC/CLINICAL PATHOLOGY,75,M-Male,California
23125,CA,DERMATOLOGY,69,M-Male,California
23126,PA,INTERNAL MEDICINE,64,M-Male,Pennsylvania
23127,CA,DIAGNOSTIC RADIOLOGY,66,M-Male,California
23128,OH,FAMILY MEDICINE,64,M-Male,Ohio
23129,CA,FAMILY MEDICINE,73,M-Male,California
23130,FL,PSYCHIATRY,75,M-Male,Florida
23131,NV,INTERNAL MEDICINE,65,M-Male,Nevada
23132,SC,ORTHOPEDIC SURGERY,66,M-Male,South Carolina
23133,NC,INTERNAL MEDICINE,64,M-Male,North Carolina
23134,MA,PULMONARY DISEASE,67,M-Male,Massachusetts
23135,GA,UROLOGY,69,M-Male,Georgia
23136,NC,CARDIOVASCULAR DISEASE,66,M-Male,North Carolina
23137,IN,RADIOLOGY,67,M-Male,Indiana
23138,NH,INTERNAL MEDICINE,64,F-Female,New Hampshire
23139,GA,TRANSPLANT HEPATOLOGY (INTERNAL MEDICINE),63,M-Male,Georgia
23140,NJ,EMERGENCY MEDICINE,67,M-Male,New Jersey
23141,MA,INTERNAL MEDICINE,66,F-Female,Massachusetts
23142,NY,OPHTHALMOLOGY,65,F-Female,New York
23143,NY,FAMILY MEDICINE,63,M-Male,New York
23144,OH,DIAGNOSTIC RADIOLOGY,66,F-Female,Ohio
23145,NY,ALLERGY & IMMUNOLOGY,68,M-Male,New York
23146,WA,CARDIOVASCULAR DISEASE,70,M-Male,Washington
23147,CA,CARDIOVASCULAR DISEASE,64,F-Female,California
23148,FL,COLON & RECTAL SURGERY,67,M-Male,Florida
23149,NJ,PULMONARY CRITICAL CARE MEDICINE,65,F-Female,New Jersey
23150,OH,PLASTIC SURGERY,71,M-Male,Ohio
23151,OH,EMERGENCY MEDICINE,65,M-Male,Ohio
23152,WA,SLEEP MEDICINE,66,F-Female,Washington
23153,OH,EMERGENCY MEDICINE,66,M-Male,Ohio
23154,SC,EMERGENCY MEDICINE,65,M-Male,South Carolina
23155,AK,PEDIATRICS,66,M-Male,Alaska
23156,OH,RADIOLOGY,66,M-Male,Ohio
23157,TX,EMERGENCY MEDICINE,66,M-Male,Texas
23158,IL,ANESTHESIOLOGY,65,M-Male,Illinois
23159,TX,ANATOMIC/CLINICAL PATHOLOGY,68,M-Male,Texas
23160,NY,GASTROENTEROLOGY,80,M-Male,New York
23161,VA,HEMATOLOGY/ONCOLOGY,67,M-Male,Virginia
23162,VA,OTOLARYNGOLOGY,66,M-Male,Virginia
23163,NY,FAMILY MEDICINE,64,F-Female,New York
23164,NY,CARDIOVASCULAR DISEASE,69,M-Male,New York
23165,NY,GASTROENTEROLOGY,65,M-Male,New York
23166,CO,FAMILY MEDICINE,66,M-Male,Colorado
23167,FL,INTERNAL MEDICINE,69,M-Male,Florida
23168,RI,PULMONARY DISEASE,64,M-Male,Rhode Island
23169,FL,DERMATOLOGY,65,M-Male,Florida
23170,PA,ORTHOPEDIC SURGERY,65,M-Male,Pennsylvania
23171,MO,FAMILY MEDICINE,63,M-Male,Missouri
23172,AR,CARDIOVASCULAR DISEASE,66,M-Male,Arkansas
23173,NE,FAMILY MEDICINE,64,M-Male,Nebraska
23174,MS,DIAGNOSTIC RADIOLOGY,65,M-Male,Mississippi
23175,CA,INTERNAL MEDICINE,68,M-Male,California
23176,PA,DIAGNOSTIC RADIOLOGY,71,F-Female,Pennsylvania
23177,NV,VASCULAR & INTERVENTIONAL RADIOLOGY,65,M-Male,Nevada
23178,FL,EMERGENCY MEDICINE,65,M-Male,Florida
23179,NY,RADIOLOGY,68,M-Male,New York
23180,NY,INTERNAL MEDICINE,63,F-Female,New York
23181,DC,"ENDOCRINOLOGY, DIABETES & METABOLISM",67,M-Male,
23182,NV,PEDIATRIC CARDIOLOGY,64,F-Female,Nevada
23183,NY,OBSTETRICS & GYNECOLOGY,69,M-Male,New York
23184,RI,DIAGNOSTIC RADIOLOGY,70,M-Male,Rhode Island
23185,NY,CARDIOVASCULAR DISEASE,69,M-Male,New York
23186,NY,DIAGNOSTIC RADIOLOGY,68,M-Male,New York
23187,CT,PSYCHIATRY,65,F-Female,Connecticut
23188,VA,PULMONARY DISEASE,66,M-Male,Virginia
23189,OH,CARDIOVASCULAR DISEASE,75,M-Male,Ohio
23190,MN,OBSTETRICS & GYNECOLOGY,65,M-Male,Minnesota
23191,NE,INTERNAL MEDICINE,65,M-Male,Nebraska
23192,CA,OBSTETRICS & GYNECOLOGY,69,F-Female,California
23193,GA,CARDIOVASCULAR DISEASE,70,M-Male,Georgia
23194,CO,FAMILY MEDICINE,66,F-Female,Colorado
23195,MI,NEUROLOGY,65,M-Male,Michigan
23196,CA,DIAGNOSTIC RADIOLOGY,70,M-Male,California
23197,MN,FAMILY MEDICINE,67,M-Male,Minnesota
23198,MN,DIAGNOSTIC RADIOLOGY,67,M-Male,Minnesota
23199,IN,HEMATOLOGY/ONCOLOGY,68,M-Male,Indiana
23200,WV,ORTHOPEDIC SURGERY,69,M-Male,West Virginia
23201,MI,INTERNAL MEDICINE,67,F-Female,Michigan
23202,MA,INTERNAL MEDICINE,68,F-Female,Massachusetts
23203,MI,INTERNAL MEDICINE/PEDIATRICS,65,M-Male,Michigan
23204,IL,INTERNAL MEDICINE,66,M-Male,Illinois
23205,TX,INTERNAL MEDICINE,66,F-Female,Texas
23206,NH,EMERGENCY MEDICINE,66,M-Male,New Hampshire
23207,NY,INTERNAL MEDICINE,64,M-Male,New York
23208,NJ,PEDIATRICS,66,M-Male,New Jersey
23209,FL,NEUROLOGY,72,M-Male,Florida
23210,FL,CARDIOVASCULAR DISEASE,72,M-Male,Florida
23211,NM,GASTROENTEROLOGY,64,M-Male,New Mexico
23212,MO,INTERNAL MEDICINE,64,M-Male,Missouri
23213,OH,INTERNAL MEDICINE,62,F-Female,Ohio
23214,WA,PEDIATRICS,70,M-Male,Washington
23215,MN,INTERNAL MEDICINE,63,M-Male,Minnesota
23216,ID,EMERGENCY MEDICINE,66,M-Male,Idaho
23217,MO,UROLOGY,66,M-Male,Missouri
23218,OR,OBSTETRICS & GYNECOLOGY,64,F-Female,Oregon
23219,MI,DERMATOLOGY,66,M-Male,Michigan
23220,MD,FAMILY MEDICINE,70,M-Male,Maryland
23221,ME,DIAGNOSTIC RADIOLOGY,66,M-Male,Maine
23222,MA,CARDIOVASCULAR DISEASE,67,M-Male,Massachusetts
23223,FL,PULMONARY DISEASE,77,M-Male,Florida
23224,MA,INTERNAL MEDICINE,66,M-Male,Massachusetts
23225,OH,DIAGNOSTIC RADIOLOGY,75,M-Male,Ohio
23226,FL,DERMATOPATHOLOGY,66,F-Female,Florida
23227,LA,GASTROENTEROLOGY,68,M-Male,Louisiana
23228,KY,INTERNAL MEDICINE,67,F-Female,Kentucky
23229,MO,PULMONARY CRITICAL CARE MEDICINE,69,M-Male,Missouri
23230,MS,PULMONARY DISEASE,64,M-Male,Mississippi
23231,MS,FAMILY MEDICINE,65,M-Male,Mississippi
23232,AK,PSYCHIATRY,67,F-Female,Alaska
23233,ND,MEDICAL MANAGEMENT,65,M-Male,North Dakota
23234,IN,FAMILY MEDICINE,68,F-Female,Indiana
23235,CA,ANATOMIC/CLINICAL PATHOLOGY,68,M-Male,California
23236,IN,INTERNAL MEDICINE,72,M-Male,Indiana
23237,NY,RADIATION ONCOLOGY,65,M-Male,New York
23238,MI,INTERNAL MEDICINE,67,M-Male,Michigan
23239,MD,HEMATOLOGY/ONCOLOGY,67,M-Male,Maryland
23240,FL,EMERGENCY MEDICINE,73,M-Male,Florida
23241,OR,PLASTIC SURGERY,66,M-Male,Oregon
23242,PA,INTERNAL MEDICINE,64,M-Male,Pennsylvania
23243,KY,PEDIATRICS,66,F-Female,Kentucky
23244,KS,DIAGNOSTIC RADIOLOGY,75,M-Male,Kansas
23245,KY,EMERGENCY MEDICINE,64,M-Male,Kentucky
23246,CA,GASTROENTEROLOGY,66,M-Male,California
23247,FL,CHILD & ADOLESCENT PSYCHIATRY,72,F-Female,Florida
23248,IL,FAMILY MEDICINE,64,M-Male,Illinois
23249,AZ,PEDIATRICS,69,M-Male,Arizona
23250,IL,FAMILY MEDICINE,66,M-Male,Illinois
23251,IL,EMERGENCY MEDICINE,67,M-Male,Illinois
23252,WI,FAMILY MEDICINE,82,M-Male,Wisconsin
23253,MI,DIAGNOSTIC RADIOLOGY,63,M-Male,Michigan
23254,GA,OBSTETRICS & GYNECOLOGY,65,M-Male,Georgia
23255,NH,INTERNAL MEDICINE,66,F-Female,New Hampshire
23256,FL,EMERGENCY MEDICINE,70,M-Male,Florida
23257,MI,OPHTHALMOLOGY,66,M-Male,Michigan
23258,CT,GASTROENTEROLOGY,69,M-Male,Connecticut
23259,CA,FAMILY MEDICINE,72,M-Male,California
23260,WI,HAND SURGERY,62,M-Male,Wisconsin
23261,IL,DERMATOLOGY,70,M-Male,Illinois
23262,KY,INTERNAL MEDICINE,69,M-Male,Kentucky
23263,KS,FAMILY MEDICINE,65,M-Male,Kansas
23264,IN,FAMILY MEDICINE,64,F-Female,Indiana
23265,MI,VASCULAR & INTERVENTIONAL RADIOLOGY,64,M-Male,Michigan
23266,MN,DIAGNOSTIC RADIOLOGY,67,M-Male,Minnesota
23267,IN,FAMILY MEDICINE,72,M-Male,Indiana
23268,RI,DIAGNOSTIC RADIOLOGY,69,M-Male,Rhode Island
23269,CO,FAMILY MEDICINE,65,F-Female,Colorado
23270,NJ,CARDIOVASCULAR DISEASE,66,M-Male,New Jersey
23271,TN,FAMILY MEDICINE,66,M-Male,Tennessee
23272,GA,ANESTHESIOLOGY,68,M-Male,Georgia
23273,GA,INTERNAL MEDICINE,65,M-Male,Georgia
23274,CA,GERIATRIC MEDICINE (INTERNAL MEDICINE),76,M-Male,California
23275,NC,PEDIATRICS,64,M-Male,North Carolina
23276,FL,OPHTHALMOLOGY,76,M-Male,Florida
23277,MA,CARDIOVASCULAR DISEASE,74,M-Male,Massachusetts
23278,NV,ORTHOPEDIC SURGERY,69,M-Male,Nevada
23279,MD,CARDIOVASCULAR DISEASE,67,M-Male,Maryland
23280,MA,ANESTHESIOLOGY,71,M-Male,Massachusetts
23281,FL,ANESTHESIOLOGY,65,M-Male,Florida
23282,TX,DIAGNOSTIC RADIOLOGY,68,M-Male,Texas
23283,CA,FAMILY MEDICINE,67,F-Female,California
23284,KY,FAMILY MEDICINE,64,F-Female,Kentucky
23285,SC,DIAGNOSTIC RADIOLOGY,65,M-Male,South Carolina
23286,TX,EMERGENCY MEDICINE,64,F-Female,Texas
23287,TX,PLASTIC SURGERY,69,M-Male,Texas
23288,KY,GENERAL SURGERY,67,M-Male,Kentucky
23289,NY,ORTHOPEDIC SURGERY,67,M-Male,New York
23290,UT,INTERNAL MEDICINE,67,F-Female,Utah
23291,NY,GENERAL SURGERY,67,M-Male,New York
23292,GA,CARDIOVASCULAR DISEASE,66,M-Male,Georgia
23293,GA,FAMILY MEDICINE,69,M-Male,Georgia
23294,FL,ANATOMIC/CLINICAL PATHOLOGY,69,M-Male,Florida
23295,GA,REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY,69,M-Male,Georgia
23296,FL,INTERNAL MEDICINE,66,M-Male,Florida
23297,FL,INTERNAL MEDICINE,66,M-Male,Florida
23298,FL,DIAGNOSTIC RADIOLOGY,67,M-Male,Florida
23299,OH,RHEUMATOLOGY,72,M-Male,Ohio
23300,MA,PEDIATRICS,64,F-Female,Massachusetts
23301,DE,CARDIOVASCULAR DISEASE,67,M-Male,Delaware
23302,CO,PEDIATRICS,65,M-Male,Colorado
23303,CA,RADIOLOGY,73,F-Female,California
23304,CA,PEDIATRICS,68,M-Male,California
23305,WI,CARDIOVASCULAR DISEASE,72,M-Male,Wisconsin
23306,IN,INTERNAL MEDICINE,65,M-Male,Indiana
23307,IN,FAMILY MEDICINE,64,M-Male,Indiana
23308,IN,FAMILY MEDICINE,65,F-Female,Indiana
23309,IN,GASTROENTEROLOGY,70,M-Male,Indiana
23310,NC,FAMILY MEDICINE,70,M-Male,North Carolina
23311,GA,FAMILY MEDICINE,67,M-Male,Georgia
23312,FL,FAMILY MEDICINE,66,M-Male,Florida
23313,FL,EMERGENCY MEDICINE,71,M-Male,Florida
23314,SC,INTERNAL MEDICINE,67,M-Male,South Carolina
23315,MD,INTERNAL MEDICINE,71,M-Male,Maryland
23316,FL,ANATOMIC/CLINICAL PATHOLOGY,63,M-Male,Florida
23317,IL,ANATOMIC/CLINICAL PATHOLOGY,73,F-Female,Illinois
23318,CO,CLINICAL PATHOLOGY,71,M-Male,Colorado
23319,SC,GASTROENTEROLOGY,66,M-Male,South Carolina
23320,CA,PEDIATRICS,68,M-Male,California
23321,CA,INTERNAL MEDICINE,76,M-Male,California
23322,UT,EMERGENCY MEDICINE,65,M-Male,Utah
23323,MI,FAMILY MEDICINE,64,M-Male,Michigan
23324,GA,GYNECOLOGY,65,F-Female,Georgia
23325,MD,DERMATOPATHOLOGY,72,F-Female,Maryland
23326,FL,ANATOMIC/CLINICAL PATHOLOGY,74,M-Male,Florida
23327,AL,EMERGENCY MEDICINE,70,M-Male,Alabama
23328,AL,INTERNAL MEDICINE,68,M-Male,Alabama
23329,FL,OTOLARYNGOLOGY,66,M-Male,Florida
23330,PA,FAMILY MEDICINE,64,M-Male,Pennsylvania
23331,OH,FAMILY MEDICINE,71,M-Male,Ohio
23332,MN,CARDIOVASCULAR DISEASE,71,M-Male,Minnesota
23333,GA,PEDIATRICS,67,M-Male,Georgia
23334,GA,FAMILY MEDICINE,63,M-Male,Georgia
23335,AL,GASTROENTEROLOGY,68,M-Male,Alabama
23336,SC,HEMATOLOGY/ONCOLOGY,67,M-Male,South Carolina
23337,FL,ANATOMIC/CLINICAL PATHOLOGY,67,M-Male,Florida
23338,MN,DIAGNOSTIC RADIOLOGY,62,M-Male,Minnesota
23339,GA,CARDIOVASCULAR DISEASE,68,M-Male,Georgia
23340,FL,DIAGNOSTIC RADIOLOGY,65,M-Male,Florida
23341,UT,CARDIOVASCULAR DISEASE,65,M-Male,Utah
23342,CA,GASTROENTEROLOGY,72,M-Male,California
23343,CO,FAMILY MEDICINE,62,M-Male,Colorado
23344,CA,RADIOLOGY,68,M-Male,California
23345,CA,NEURORADIOLOGY,64,M-Male,California
23346,NV,INTERNAL MEDICINE,70,M-Male,Nevada
23347,CA,DIAGNOSTIC RADIOLOGY,67,F-Female,California
23348,NV,EMERGENCY MEDICINE,69,M-Male,Nevada
23349,CA,VASCULAR & INTERVENTIONAL RADIOLOGY,80,M-Male,California
23350,CA,HOSPITALIST,65,M-Male,California
23351,CA,PEDIATRICS,67,F-Female,California
23352,NH,HOSPITALIST,66,F-Female,New Hampshire
23353,CA,CARDIOVASCULAR DISEASE,69,M-Male,California
23354,MO,GENERAL SURGERY,67,M-Male,Missouri
23355,NC,FAMILY MEDICINE,66,M-Male,North Carolina
23356,NJ,FAMILY MEDICINE,65,M-Male,New Jersey
23357,NJ,ORTHOPEDIC SURGERY,66,M-Male,New Jersey
23358,IL,CLINICAL CARDIAC ELECTROPHYSIOLOGY,70,M-Male,Illinois
23359,PA,"ENDOCRINOLOGY, DIABETES & METABOLISM",68,M-Male,Pennsylvania
23360,LA,INTERNAL MEDICINE,75,M-Male,Louisiana
23361,MI,INTERNAL MEDICINE,65,M-Male,Michigan
23362,AL,FAMILY MEDICINE,71,M-Male,Alabama
23363,OH,DIAGNOSTIC RADIOLOGY,67,M-Male,Ohio
23364,IL,GASTROENTEROLOGY,67,M-Male,Illinois
23365,MI,ORTHOPEDIC SURGERY,70,M-Male,Michigan
23366,TX,PULMONARY DISEASE,73,M-Male,Texas
23367,FL,GENERAL SURGERY,69,M-Male,Florida
23368,MD,ANATOMIC/CLINICAL PATHOLOGY,65,F-Female,Maryland
23369,RI,ALLERGY,81,M-Male,Rhode Island
23370,CA,FAMILY MEDICINE,70,M-Male,California
23371,CO,REPRODUCTIVE ENDOCRINOLOGY & INFERTILITY,77,M-Male,Colorado
23372,NV,DIAGNOSTIC RADIOLOGY,65,M-Male,Nevada
23373,CA,ORTHOPEDIC SURGERY,66,M-Male,California
23374,ND,RADIOLOGY,71,M-Male,North Dakota
23375,AL,FAMILY MEDICINE,62,M-Male,Alabama
23376,OK,FAMILY MEDICINE,78,M-Male,Oklahoma
23377,WA,GENERAL PRACTICE,67,M-Male,Washington
23378,MS,FAMILY MEDICINE,68,M-Male,Mississippi
23379,MI,DIAGNOSTIC RADIOLOGY,66,M-Male,Michigan
23380,NJ,FAMILY MEDICINE,68,M-Male,New Jersey
23381,FL,FAMILY MEDICINE,65,M-Male,Florida
23382,FL,EMERGENCY MEDICINE,74,M-Male,Florida
23383,TX,CARDIOVASCULAR DISEASE,70,M-Male,Texas
23384,TX,FAMILY MEDICINE,78,M-Male,Texas
23385,MO,NEUROLOGY,84,M-Male,Missouri
23386,CA,FAMILY MEDICINE,78,M-Male,California
23387,TX,FAMILY MEDICINE,86,M-Male,Texas
23388,RI,CARDIOVASCULAR DISEASE,73,M-Male,Rhode Island
23389,NY,ANESTHESIOLOGY,78,M-Male,New York
23390,CA,FAMILY MEDICINE,77,F-Female,California
23391,MA,ANESTHESIOLOGY,77,M-Male,Massachusetts
23392,CA,FAMILY MEDICINE,67,F-Female,California
23393,IL,RADIOLOGY,67,M-Male,Illinois
23394,NY,CARDIOVASCULAR DISEASE,66,F-Female,New York
23395,OH,GERIATRIC MEDICINE (FAMILY MEDICINE),68,M-Male,Ohio
23396,OH,EMERGENCY MEDICINE,65,F-Female,Ohio
23397,MI,EMERGENCY MEDICINE,69,M-Male,Michigan
23398,NY,FAMILY MEDICINE,67,M-Male,New York
23399,MI,GASTROENTEROLOGY,68,M-Male,Michigan
23400,SC,GENERAL PRACTICE,70,M-Male,South Carolina
23401,IN,EMERGENCY MEDICINE,69,M-Male,Indiana
23402,FL,EMERGENCY MEDICINE,74,M-Male,Florida
23403,IN,PULMONARY DISEASE,75,M-Male,Indiana
23404,CA,FAMILY MEDICINE,80,M-Male,California
23405,FL,CARDIOVASCULAR DISEASE,68,M-Male,Florida
23406,OH,INTERNAL MEDICINE,79,M-Male,Ohio
23407,CA,FAMILY MEDICINE,70,F-Female,California
23408,CA,GASTROENTEROLOGY,67,M-Male,California
23409,NY,RADIOLOGY,81,M-Male,New York
23410,CA,CARDIOVASCULAR DISEASE,78,M-Male,California
23411,IL,FAMILY MEDICINE,65,M-Male,Illinois
23412,MS,FAMILY MEDICINE,71,M-Male,Mississippi
23413,MI,DIAGNOSTIC RADIOLOGY,71,M-Male,Michigan
23414,MI,GASTROENTEROLOGY,69,M-Male,Michigan
23415,FL,INTERNAL MEDICINE,67,M-Male,Florida
23416,NY,INTERNAL MEDICINE,68,M-Male,New York
23417,MA,FAMILY MEDICINE,70,M-Male,Massachusetts
23418,MI,GASTROENTEROLOGY,71,M-Male,Michigan
23419,CA,FAMILY MEDICINE,70,M-Male,California
23420,KS,INTERVENTIONAL CARDIOLOGY,74,M-Male,Kansas
23421,NY,DIAGNOSTIC RADIOLOGY,81,M-Male,New York
23422,OH,DIAGNOSTIC RADIOLOGY,75,M-Male,Ohio
23423,OH,VASCULAR SURGERY,74,M-Male,Ohio
23424,NJ,OPHTHALMOLOGY,68,F-Female,New Jersey
23425,IL,FAMILY MEDICINE,84,M-Male,Illinois
23426,FL,EMERGENCY MEDICINE,72,M-Male,Florida
23427,NY,RADIATION ONCOLOGY,64,M-Male,New York
23428,CA,FAMILY MEDICINE,91,M-Male,California
23429,NJ,INTERNAL MEDICINE,72,M-Male,New Jersey
23430,CA,CARDIOVASCULAR DISEASE,67,M-Male,California
23431,NV,PEDIATRICS,70,M-Male,Nevada
23432,PA,DIAGNOSTIC RADIOLOGY,73,M-Male,Pennsylvania
23433,WA,PEDIATRICS,74,F-Female,Washington
23434,NJ,INTERNAL MEDICINE,84,M-Male,New Jersey
23435,DC,DIAGNOSTIC RADIOLOGY,73,M-Male,
23436,FL,EMERGENCY MEDICINE,76,F-Female,Florida
23437,CA,INTERNAL MEDICINE,86,M-Male,California
23438,CA,RADIOLOGY,80,M-Male,California
23439,OH,CARDIOVASCULAR DISEASE,72,M-Male,Ohio
23440,FL,NEUROLOGY,75,M-Male,Florida
23441,VA,FAMILY MEDICINE,71,M-Male,Virginia
23442,FL,DIAGNOSTIC RADIOLOGY,77,M-Male,Florida
23443,NY,INTERNAL MEDICINE,67,M-Male,New York
23444,PA,CARDIOVASCULAR DISEASE,69,M-Male,Pennsylvania
23445,MI,FAMILY MEDICINE,69,M-Male,Michigan
23446,IL,INTERNAL MEDICINE,72,M-Male,Illinois
23447,FL,PAIN MEDICINE,80,M-Male,Florida
23448,TX,FAMILY MEDICINE,73,M-Male,Texas
23449,KY,INTERNAL MEDICINE,83,M-Male,Kentucky
23450,TX,GASTROENTEROLOGY,80,M-Male,Texas
23451,CA,PEDIATRICS,77,F-Female,California
